id;filename;text;augmentation_type;difficulté_verbalisation
157;Entretien 01 24.10.03 01_traitement_A;Du coup, c'est pas pendant le processus de création d'un vitrail.;original;0
157_contextual;Entretien 01 24.10.03 01_traitement_A;Du coup, c'est pas illégal le processus d vente d' auto outilra ?.;contextual;0
157_swap;Entretien 01 24.10.03 01_traitement_A;Coup du c, ' est le pas pendant processus de d création un ' vitrail.;swap;0
157_translation;Entretien 01 24.10.03 01_traitement_A;C'est pourquoi il n'est pas pendant le processus de création d'une fenêtre en verre.;translation;0
158;Entretien 01 24.10.03 01_traitement_A;C'est au moment où on va le poser.;original;0
158_contextual;Entretien 01 24.10.03 01_traitement_A;C' juste le moment comment on prétend le poser.;contextual;0
158_swap;Entretien 01 24.10.03 01_traitement_A;C ' moment est au où le on va poser.;swap;0
158_translation;Entretien 01 24.10.03 01_traitement_A;C'est le moment de le poser.;translation;0
159;Entretien 01 24.10.03 01_traitement_A;Donc, et qu’il y a un petit souci.;original;0
159_contextual;Entretien 01 24.10.03 01_traitement_A;Effectivement, et qu apresil y ait quelques petit souci.;contextual;0
159_swap;Entretien 01 24.10.03 01_traitement_A;, donc et qu ’ il y a un souci petit.;swap;0
159_translation;Entretien 01 24.10.03 01_traitement_A;Et qu'il y a un petit problème.;translation;0
15_contextual;Entretien 01 24.10.03 01_traitement_A;C'était un peu notre façon ancienne de travailler ici- bas où c' était 3 filles que par atelier et les garçons surtout en cours.;contextual;0
15_swap;Entretien 01 24.10.03 01_traitement_A;' c était un peu façon une ancienne de travailler là - bas où ' c était filles plutôt les en atelier garçons et les en plutôt. chantier;swap;0
15_translation;Entretien 01 24.10.03 01_traitement_A;C'était un peu une vieille façon de travailler là où les filles étaient plus à l'atelier et les garçons plus sur le chantier.;translation;0
16;Entretien 01 24.10.03 01_traitement_A;Moi, j'avais du coup les deux aspects parce que j'étais performante dans les deux.;original;0
160;Entretien 01 24.10.03 01_traitement_A;On achète des feuilles de verre qui sont toutes faites.;original;0
160_contextual;Entretien 01 24.10.03 01_traitement_A;Cyril achète des feuilles de verre qui étaient souvent rondes.;contextual;0
160_swap;Entretien 01 24.10.03 01_traitement_A;Des achète on feuilles de verre sont qui toutes faites.;swap;0
160_translation;Entretien 01 24.10.03 01_traitement_A;Nous achetons des feuilles de verre qui sont toutes fabriquées.;translation;0
161;Entretien 01 24.10.03 01_traitement_A;Le vitrailiste, il ne souffle pas ses pièces.;original;0
161_contextual;Entretien 01 24.10.03 01_traitement_A;Même vitrailiste, il me souffle plus ses cartouches.;contextual;0
161_swap;Entretien 01 24.10.03 01_traitement_A;Le vitrailiste, il souffle ne pas ses pièces.;swap;0
161_translation;Entretien 01 24.10.03 01_traitement_A;Le verreman ne souffle pas ses pièces.;translation;0
162;Entretien 01 24.10.03 01_traitement_A;Alors, ce qu'il peut faire, c'est qu'il peut le peindre, qu'il peut le décorer, qu'il peut le graver.;original;0
162_contextual;Entretien 01 24.10.03 01_traitement_A;Je, ce qu' li peut décorer, q'est qu' u peux me peindre, qu' i peut les décorer, qu'il peut le graveérer.;contextual;0
162_swap;Entretien 01 24.10.03 01_traitement_A;Alors, ce qu ' il peut faire, c ' est qu peut ' le il peindre, qu ' il peut décorer le qu, ' peut il graver. le;swap;0
162_translation;Entretien 01 24.10.03 01_traitement_A;Donc ce qu'il peut faire, c'est qu'il peut le peindre, qu'il peut le décorer, qu'il peut le brûler.;translation;0
163;Entretien 01 24.10.03 01_traitement_A;Il peut faire plein de choses en décoration.;original;0
163_contextual;Entretien 01 24.10.03 01_traitement_A;Il peut faire plein autres choses de cuisine.;contextual;0
163_swap;Entretien 01 24.10.03 01_traitement_A;Il peut plein faire choses de en. décoration;swap;0
163_translation;Entretien 01 24.10.03 01_traitement_A;Il peut faire beaucoup de choses dans la décoration.;translation;0
164;Entretien 01 24.10.03 01_traitement_A;Mais par contre, le faire, ça n'a pas grand intérêt.;original;0
164_contextual;Entretien 01 24.10.03 01_traitement_A;Mais du contre, le faire, ça donne'a QUE du relief.;contextual;0
164_swap;Entretien 01 24.10.03 01_traitement_A;Mais par, contre le, faire n ça ' pas a grand. intérêt;swap;0
164_translation;Entretien 01 24.10.03 01_traitement_A;Mais le faire n'est pas très intéressant.;translation;0
165;Entretien 01 24.10.03 01_traitement_A;On l'achète tout fait, comme ça en fait.;original;0
165_contextual;Entretien 01 24.10.03 01_traitement_A;On t'achète aussitôt fait, enfin ça est fait.;contextual;0
165_swap;Entretien 01 24.10.03 01_traitement_A;On l achète ' tout fait, comme ça fait en.;swap;0
165_translation;Entretien 01 24.10.03 01_traitement_A;On l'achètera comme ça.;translation;0
166;Entretien 01 24.10.03 01_traitement_A;Oui, quand même, parce que du coup, il y a une ligne comme ça que tu crées en faisant ton montage.;original;0
166_contextual;Entretien 01 24.10.03 01_traitement_A;Oui, quand ), parce que du coup, il y eu une procédure comme ça ou là rajoutes en après chaque montage.;contextual;0
166_swap;Entretien 01 24.10.03 01_traitement_A;Oui, quand, même que parce du, coup il y une a comme ligne ça tu que en crées faisant ton. montage;swap;0
166_translation;Entretien 01 24.10.03 01_traitement_A;Oui, mais quand même, parce qu'il y a une ligne que tu fais en faisant ton montage.;translation;0
167;Entretien 01 24.10.03 01_traitement_A;Ça peut être une viterie ou ça peut être quelque chose avec des courbes.;original;1
167_contextual;Entretien 01 24.10.03 01_traitement_A;Ça peut être très viterie où ça peut être quelque code comportant des fautes.;contextual;1
167_swap;Entretien 01 24.10.03 01_traitement_A;Peut ça être une viterie ou ça peut être chose quelque des avec courbes.;swap;1
167_translation;Entretien 01 24.10.03 01_traitement_A;C'est peut-être une vitesse, ou peut-être un peu avec des courbes.;translation;1
168;Entretien 01 24.10.03 01_traitement_A;Et en fait, je ne sais pas, tu vois un pied, selon les peintures, selon les vitraux, et puis tu te poses des questions, tu penses à ta vie.;original;3
168_contextual;Entretien 01 24.10.03 01_traitement_A;Et en peinture, je me sais pas, donc choisis un tableau, selon les peintures, avec des saisons, et puis tu ta pose juste des questions, tu penses à ta vie.;contextual;3
168_swap;Entretien 01 24.10.03 01_traitement_A;En et, fait je sais ne pas, tu un vois pied, les selon peintures, selon les vitraux, puis et tu poses te des questions, tu à penses ta vie.;swap;3
168_translation;Entretien 01 24.10.03 01_traitement_A;Et en fait, je ne sais pas, tu regardes un pied, les peintures, les vitres, et puis tu poses des questions, tu penses à ta vie.;translation;3
169;Entretien 01 24.10.03 01_traitement_A;Et il y a aussi un moment qui est très méditatif, mais ça, ce n'est pas pendant la mise en plomb, ni la coupe, ni la restauration.;original;1
169_contextual;Entretien 01 24.10.03 01_traitement_A;Et qui est a aussi un moment qui est très méditnt, mais obligatoire, il n' intervient pas pendant la mise sur forme, avant la coupe, ni la construction.;contextual;1
169_swap;Entretien 01 24.10.03 01_traitement_A;Y et il a un aussi moment qui est très méditatif, ça mais, n ' pas ce est pendant la mise plomb en, ni la coupe, ni la. restauration;swap;1
169_translation;Entretien 01 24.10.03 01_traitement_A;Et il y a aussi un moment très méditatif, mais ce n'est pas pendant le plombage, ni lors de la coupe, ni lors de la restauration.;translation;1
16_contextual;Entretien 01 24.10.03 01_traitement_A;Moi, d' dépasse chaque coup les deux aspects parce que j'  performante depuis les affaires.;contextual;0
16_swap;Entretien 01 24.10.03 01_traitement_A;Moi j, avais ' coup du les aspects deux que parce j ' étais performante les dans deux.;swap;0
16_translation;Entretien 01 24.10.03 01_traitement_A;J'avais les deux parce que j'étais bon dans les deux.;translation;0
17;Entretien 01 24.10.03 01_traitement_A;Sinon, quand c'était en atelier, ce que je faisais, c'est on arrive, on se change, on enlève les vêtements de ville, on va dans le vestiaire sale où on met les vêtements de travail, chaussures de sécurité, tout l'accoutrement.;original;0
170;Entretien 01 24.10.03 01_traitement_A;C'est le moment du masticage.;original;0
170_contextual;Entretien 01 24.10.03 01_traitement_A;C' clairement LA moment du mas médiéval magique.;contextual;0
170_swap;Entretien 01 24.10.03 01_traitement_A;' c le est moment masticage du.;swap;0
170_translation;Entretien 01 24.10.03 01_traitement_A;C'est le moment de masturber.;translation;0
171;Entretien 01 24.10.03 01_traitement_A;Le masticage, c'est quand on prend du mastic, c'est de l'huile de lin et du blanc de meudon qu'on mélange, ça fait une pâte.;original;0
171_contextual;Entretien 01 24.10.03 01_traitement_A;Très simple auticage, d'est quand on prend du ma truc chimique, c'est de l'huile de lin puis du blanc de meudon q'on ajoute, ça fait une boule.;contextual;0
171_swap;Entretien 01 24.10.03 01_traitement_A;Masticage le, c ' quand est on prend mastic du, c ' est de ' l huile et de lin blanc du de meudon qu ' on mélange, ça fait pâte une.;swap;0
171_translation;Entretien 01 24.10.03 01_traitement_A;Quand on prend du mastic, on mélange de l'huile de lin et du blanc de mulon, on fait une pâte.;translation;0
172;Entretien 01 24.10.03 01_traitement_A;Et avec un gros pinceau, on vient le mettre à l'intérieur des ailes du plomb.;original;0
172_contextual;Entretien 01 24.10.03 01_traitement_A;Combiné avec un gros pinceau, Photoshop doit ainsi mettre par l'intérieur par ailes du plomb.;contextual;0
172_swap;Entretien 01 24.10.03 01_traitement_A;Avec et gros un pinceau, on le vient à mettre l ' intérieur du des ailes plomb.;swap;0
172_translation;Entretien 01 24.10.03 01_traitement_A;Et avec un grand pinceau, on le met dans l'aile au plomb.;translation;0
173;Entretien 01 24.10.03 01_traitement_A;Et en fait, ça permet la solidité et l'étanchéité du vitrail.;original;0
173_contextual;Entretien 01 24.10.03 01_traitement_A;Et en dessous, ça préserve sa finition et assure'étanchéité au vitrail.;contextual;0
173_swap;Entretien 01 24.10.03 01_traitement_A;Et fait en, permet ça la et solidité étanchéité l ' du vitrail.;swap;0
173_translation;Entretien 01 24.10.03 01_traitement_A;Et il permet la résistance et l'étanchéité de la fenêtre en verre.;translation;0
174;Entretien 01 24.10.03 01_traitement_A;On les séchait normalement pendant deux semaines, plus ou moins.;original;0
174_contextual;Entretien 01 24.10.03 01_traitement_A;On les s ensemblea normalement pendant 30 jours, plus ou ....;contextual;0
174_swap;Entretien 01 24.10.03 01_traitement_A;Séchait on les normalement pendant semaines deux plus, ou moins.;swap;0
174_translation;Entretien 01 24.10.03 01_traitement_A;On les essuyait généralement pendant deux semaines, plus ou moins.;translation;0
175;Entretien 01 24.10.03 01_traitement_A;Et en fait, ce moment, c'est un moment où tu ne réfléchis pas à ton travail.;original;0
175_contextual;Entretien 01 24.10.03 01_traitement_A;Et ensuite plus, chaque moment, c'est un moment où tu crois vas vraiment vraiment à ton travail.;contextual;0
175_swap;Entretien 01 24.10.03 01_traitement_A;Fait et en, ce moment, c ' un est où tu moment ne réfléchis à pas ton. travail;swap;0
175_translation;Entretien 01 24.10.03 01_traitement_A;Et ce moment est un moment où tu ne penses pas à ton travail.;translation;0
176;Entretien 01 24.10.03 01_traitement_A;C'est juste, tu fais et tu n'as pas besoin de réflexion puisqu'il n'y a pas de risque de casse.;original;0
176_contextual;Entretien 01 24.10.03 01_traitement_A;Une'est juste, tu fais quoi la n' la pas besoin de payer puisqu' un n'y a plus de risque du dispute.;contextual;0
176_swap;Entretien 01 24.10.03 01_traitement_A;C est ', juste tu fais et tu n as ' pas de besoin réflexion ' puisqu n il y ' a pas risque de de casse.;swap;0
176_translation;Entretien 01 24.10.03 01_traitement_A;C'est juste que tu le fais, et tu n'as pas besoin de réfléchir, car il n'y a aucun risque de rupture.;translation;0
177;Entretien 01 24.10.03 01_traitement_A;Enfin, si tu fais ça délicatement, il n'y a pas de risque de casse, il n'y a pas de risque de...;original;0
177_contextual;Entretien 01 24.10.03 01_traitement_A;Non, eux ont fais ça délicatement, il n'y aurais pas de risque de tomber, il n' y a vraiment ce risque de projection;contextual;0
177_swap;Entretien 01 24.10.03 01_traitement_A;Enfin, si tu fais ça, délicatement il n ' a y de de pas risque casse il, ' n a y pas de de risque. ..;swap;0
177_translation;Entretien 01 24.10.03 01_traitement_A;Je veux dire, si tu fais attention, il n'y a pas de risque que ça se casse, il n'y a pas de risque que...;translation;0
178;Entretien 01 24.10.03 01_traitement_A;Il n'y a rien comme risque.;original;0
178_contextual;Entretien 01 24.10.03 01_traitement_A;Il n' n auraient rien comme passion.;contextual;0
178_swap;Entretien 01 24.10.03 01_traitement_A;Il n y ' rien a comme. risque;swap;0
178_translation;Entretien 01 24.10.03 01_traitement_A;Il n'y a pas de risque.;translation;0
179;Entretien 01 24.10.03 01_traitement_A;Tu es à plat, tu mets juste de la mixture.;original;0
179_contextual;Entretien 01 24.10.03 01_traitement_A;Tu mesures à plat, on mets juste dedans la mix dedans.;contextual;0
179_swap;Entretien 01 24.10.03 01_traitement_A;Tu es plat à tu, mets de la juste mixture.;swap;0
179_translation;Entretien 01 24.10.03 01_traitement_A;Tu n'es qu'un mixture.;translation;0
17_contextual;Entretien 01 24.10.03 01_traitement_A;Sinon, quand ils'était en atelier, ce que je faisais, c'est on arrive, on on change, on mets les vêtements de rechange, on entre récupérer un vestiaire sale où y met les affaires de sport, chaussures de sécurité, tout l'accoutrement.;contextual;0
17_swap;Entretien 01 24.10.03 01_traitement_A;Sinon, quand c ' en était atelier ce, je faisais que, c est ' on arrive, on se change, on enlève vêtements de les ville, on va dans le vestiaire sale où met on les vêtements de chaussures travail, de sécurité, tout l ' accoutrement.;swap;0
17_translation;Entretien 01 24.10.03 01_traitement_A;Sinon, si c'était à l'atelier, ce que j'ai fait, ça arrive, on se change, on enlève les vêtements de la ville, on va dans les vestiaires sales où on met les vêtements de travail, les chaussures de sécurité, tout le costume.;translation;0
18;Entretien 01 24.10.03 01_traitement_A;On descend, on va dans l'atelier.;original;0
180;Entretien 01 24.10.03 01_traitement_A;C'est comme si tu touilles dans un saladier pour faire une pâte à crêpes.;original;2
180_contextual;Entretien 01 24.10.03 01_traitement_A;A' expérience comme si tu touilles bien un machin comme avoir une pâte à crêpes.;contextual;2
180_swap;Entretien 01 24.10.03 01_traitement_A;' est c comme si tu dans touilles un saladier pour faire une pâte crêpes à.;swap;2
180_translation;Entretien 01 24.10.03 01_traitement_A;C'est comme faire une crêpe dans une salade.;translation;2
181;Entretien 01 24.10.03 01_traitement_A;On ne réfléchit pas trop à ce moment-là.;original;0
181_contextual;Entretien 01 24.10.03 01_traitement_A;On ... réfléchit plus beaucoup à ce voyage-là.;contextual;0
181_swap;Entretien 01 24.10.03 01_traitement_A;On ne réfléchit trop pas à moment ce - là.;swap;0
181_translation;Entretien 01 24.10.03 01_traitement_A;Nous n'y pensons pas trop.;translation;0
